id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,line,operator,network
44-002,Bir Safsaf,Bir Safsaf,محطة قطار بئر صفصاف,44,4435,Tiberkanine,36.2065,1.5889,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134330"",""osm"":""node/3028464148""}",rail,ligne d'Alger à Oran,SNTF,
44-003,El Attaf,El Attaf,محطة قطار العطاف,44,4410,El-Attaf,36.2254,1.6692,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134336"",""osm"":""node/3028366156""}",rail,ligne d'Alger à Oran,SNTF,
44-004,Sidi Bouabia,Sidi Bouabia,محطة قطار سيدي بوعبية,44,4410,El-Attaf,36.2328,1.7123,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134343"",""osm"":""node/3028358959""}",rail,ligne d'Alger à Oran,SNTF,
44-005,Cheikh Ben Yahia,Cheikh Ben Yahia,محطة قطار الشيخ بن يحيى,44,4416,Rouina,36.2441,1.7719,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134348"",""osm"":""node/3028356428""}",rail,ligne d'Alger à Oran,SNTF,
44-006,Aïn Defla,Aïn Defla,محطة قطار عين الدفلى,44,4401,Ain-Defla,36.2677,1.9691,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118151854"",""osm"":""node/2155392412""}",rail,ligne d'Alger à Oran,SNTF,
44-007,Aïn Torki,Aïn Torki,محطة قطار عين تركي,44,4423,Ain-Torki,36.3097,2.3178,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118151876"",""osm"":""node/2056437891""}",rail,ligne d'Alger à Oran,SNTF,
44-008,Boumedfaa,Boumedfaa,محطة قطار بومدفع,44,4403,Boumedfaa,36.3666,2.463,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118849008"",""osm"":""node/3028151213""}",rail,ligne d'Alger à Oran,SNTF,
44-009,Hoceinia,Hoceinia,محطة قطار الحسينية,44,4427,Hoceinia,36.3233,2.4039,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118876338"",""osm"":""node/2056437455""}",rail,ligne d'Alger à Oran,SNTF,
44-010,Khemis Miliana,Khemis Miliana,محطة قطار خميس مليانة,44,4404,Khemis-Miliana,36.2631,2.2117,exact,wikidata,wikidata,"{""wikidata"":""Q118876394""}",rail,ligne d'Alger à Oran,SNTF,
44-011,Sidi Lakhdar,Sidi Lakhdar,محطة قطار سيدي لخضر,44,4424,Sidi-Lakhdar,36.2678,2.1634,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118876415"",""osm"":""node/3028230940""}",rail,ligne d'Alger à Oran,SNTF,
44-012,Arib,Arib,محطة قطار عريب,44,4406,Arib,36.2884,2.0665,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118876427"",""osm"":""node/2168057429""}",rail,ligne d'Alger à Oran,SNTF,
44-013,El Amra,El Amra,محطة قطار العمرة,44,4408,El-Amra,36.266111,1.872778,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118876446"",""osm"":""node/2153935898""}",rail,ligne d'Alger à Oran,SNTF,
44-014,Rouina,Rouina,محطة قطار الروينة,44,4416,Rouina,36.2488,1.8098,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118957839"",""osm"":""node/2153808262""}",rail,ligne d'Alger à Oran,SNTF,
45-001,,,,45,4512,El Biodh,33.812784,-0.424748,exact,osm_node,osm,"{""osm"":""node/9360993934""}",rail,,SNTF,
45-002,,,,45,4510,Makmen Ben Amar,33.929675,-0.508345,exact,osm_node,osm,"{""osm"":""node/9360993950""}",rail,,SNTF,
45-003,Aïn Sefra,Aïn Sefra,عين الصفراء,45,4503,Ain Sefra,32.765833,-0.565833,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120281827"",""osm"":""node/2320074022""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-004,Djeniene Bourezg,Djeniene Bourezg,,45,4504,Djenienne Bourezg,32.371667,-0.796944,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120281926"",""osm"":""node/9358324908""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-005,Tiout,Tiout,,45,4504,Tiout,32.758611,-0.468333,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120282247"",""osm"":""node/4273013260""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-006,Mécheria,Mécheria,المشرية,45,4502,Mecheria,33.543611,-0.256111,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120286778"",""osm"":""node/2320074234""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-007,El Biod,El Biod,البيوض,45,4512,El Biodh,33.742222,-0.163056,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120286910"",""osm"":""node/4273070922""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-008,Moghrar,Moghrar,,45,4506,Moghrar,32.523611,-0.571389,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120287136"",""osm"":""node/9358324914""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-009,Naâma,Naâma,النعامة,45,4501,Naama,33.265278,-0.315278,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120287247"",""osm"":""node/3250896614""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
45-010,Bir Senia,Bir Senia,,45,4512,El Biodh,33.831795,-0.060206,exact,wikidata,wikidata,"{""wikidata"":""Q122928471""}",rail,,SNTF,
45-011,Hadjret M'Guil,Hadjret M'Guil,,45,4504,Djenienne Bourezg,32.2782,-0.922,exact,wikidata,wikidata,"{""wikidata"":""Q123498566""}",rail,,SNTF,
45-012,Dayet El Kerch,Dayet El Kerch,,45,4504,Djenienne Bourezg,32.437579,-0.763043,exact,wikidata,wikidata,"{""wikidata"":""Q123498567""}",rail,,SNTF,
45-013,Les Oglats,Les Oglats,,45,4506,Moghrar,32.495725,-0.643308,exact,wikidata,wikidata,"{""wikidata"":""Q123498568""}",rail,,SNTF,
45-014,Dra Es Saâ,Dra Es Saâ,,45,4506,Moghrar,32.542012,-0.496984,exact,wikidata,wikidata,"{""wikidata"":""Q123498569""}",rail,,SNTF,
45-015,Rouïba,Rouïba,,45,4504,Tiout,32.614138,-0.40639,approximate,osm_node,wikidata+osm,"{""wikidata"":""Q123498570"",""osm"":""node/9358330035""}",rail,,SNTF,
45-016,Aïn El Hadjadi,Aïn El Hadjadi,,45,4504,Tiout,32.614138,-0.40639,approximate,wikidata,wikidata,"{""wikidata"":""Q123498571""}",rail,,SNTF,
45-017,Ancienne gare d'El Biod,Ancienne gare d'El Biod,,45,4512,El Biodh,33.766918,-0.125765,exact,wikidata,wikidata,"{""wikidata"":""Q123498572""}",rail,,SNTF,
45-018,Tirkount,Tirkount,,45,4503,Ain Sefra,32.823939,-0.609197,exact,wikidata,wikidata,"{""wikidata"":""Q123498573""}",rail,,SNTF,
45-019,Boughelaba,Boughelaba,,45,4503,Ain Sefra,32.937974,-0.568184,exact,wikidata,wikidata,"{""wikidata"":""Q123498574""}",rail,,SNTF,
45-020,Mekalis,Mekalis,,45,4504,Tiout,33.003145,-0.482218,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498575"",""osm"":""node/9360220023""}",rail,,SNTF,
45-021,Mocta Deli,Mocta Deli,,45,4501,Naama,33.072746,-0.435708,exact,wikidata,wikidata,"{""wikidata"":""Q123498576""}",rail,,SNTF,
45-022,Souiga,Souiga,محطة سويقة,45,4501,Naama,33.168888,-0.375409,exact,wikidata,wikidata,"{""wikidata"":""Q123498577""}",rail,,SNTF,
45-023,Krebazza,Krebazza,,45,4512,El Biodh,33.671959,-0.199607,exact,wikidata,wikidata,"{""wikidata"":""Q123498579""}",rail,,SNTF,
45-024,Teniet Er Relem,Teniet Er Relem,,45,4502,Mecheria,33.61074,-0.2284,exact,wikidata,wikidata,"{""wikidata"":""Q123498580""}",rail,,SNTF,
45-025,El Harchaïa,El Harchaïa,,45,4501,Naama,33.330049,-0.310724,exact,wikidata,wikidata,"{""wikidata"":""Q123498581""}",rail,,SNTF,
45-026,Touïfza,Touïfza,محطة تويفزة,45,4501,Naama,33.399503,-0.314591,exact,wikidata,wikidata,"{""wikidata"":""Q123498582""}",rail,,SNTF,
46-001,El Amria,El Amria,محطة قطار العامرية,46,4606,El Amria,35.5212,-1.0094,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119172865"",""osm"":""node/1686557617""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
46-002,Hassi El Ghella,Hassi El Ghella,محطة قطار حاسي الغلة,46,4620,Hassi El Ghella,35.4528,-1.0392,exact,wikidata,wikidata,"{""wikidata"":""Q119172912""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
46-003,El Malah,El Malah,محطة قطار المالح,46,4607,El Maleh,35.3959,-1.0828,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119172955"",""osm"":""node/9375782945""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
46-004,Chaabat El Leham,Chaabat El Leham,محطة قطار شعبة اللحم,46,4605,Chaabat El Ham,35.3419,-1.1043,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119173003"",""osm"":""node/5368531814""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
46-005,Aïn Témouchent,Aïn Témouchent,محطة قطار عين تموشنت,46,4601,Ain Temouchent,35.2983,-1.14,approximate,osm_node,wikidata+osm,"{""wikidata"":""Q119173066"",""osm"":""node/2042157379""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
46-006,Béni Saf,Béni Saf,محطة قطار بني صاف,46,4623,Beni Saf,35.3076,-1.3566,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119173153"",""osm"":""node/9372808148""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
48-001,Relizane,Relizane,محطة قطار غليزان,48,4801,Relizane,35.74769,0.55571,exact,osm_node,wikidata+osm,"{""wikidata"":""Q106873665"",""osm"":""node/2154110828""}",rail,ligne d'Alger à Oran,SNTF,
48-002,Yellel,Yellel,محطة قطار يلل,48,4825,Yellel,35.7239,0.3516,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134156"",""osm"":""node/9394705414""}",rail,ligne d'Alger à Oran,SNTF,
48-003,Oued El Djemaa,Oued El Djemaa,محطة قطار وادي الجمعة,48,4826,Oued El Djemaa,35.8209,0.6612,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134299"",""osm"":""node/4531759989""}",rail,ligne d'Alger à Oran,SNTF,
48-004,Oued Rhiou,Oued Rhiou,محطة قطار وادي ارهيو,48,4802,Oued-Rhiou,35.9676,0.9146,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118134302"",""osm"":""node/3028500938""}",rail,ligne d'Alger à Oran,SNTF,
48-005,Zemmora,Zemmora,محطة قطار زمورة,48,4812,Zemmoura,35.717267,0.762544,exact,wikidata,wikidata,"{""wikidata"":""Q138542418""}",rail,,SNTF,
48-006,Djidiouïa,Djidiouïa,محطة قطار جديوية,48,4814,Djidiouia,35.933643,0.826646,exact,osm_node,wikidata+osm,"{""wikidata"":""Q140032160"",""osm"":""node/3203892129""}",rail,,SNTF,
53-001,Trent cinq,Trent cinq,طرونتسانك,53,1110,Foggaret Ezzoua,27.533627,2.578096,exact,osm_way,osm,"{""osm"":""way/604095420""}",rail,,SNTF,
55-001,Touggourt,Touggourt,محطة قطار تقرت,55,3007,Tebesbest,33.111757,6.069839,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116167790"",""osm"":""node/3871177834""}",rail,ligne de Touggourt à Hassi Messaoud | ligne d'El Guerrah à Touggourt,SNTF,
57-001,Djamaa,Djamaa,محطة قطار جامعة,57,3930,Sidi Amrane,33.531818,5.995239,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116198121"",""osm"":""node/2424861431""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
57-002,El M'Ghair,El M'Ghair,محطة قطار المغير,57,3927,El-M'ghaier,33.957334,5.934956,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116198141"",""osm"":""node/2424861290""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
57-003,Still,Still,محطة قطار اسطيل,57,3921,Still,34.251033,5.917179,exact,wikidata,wikidata,"{""wikidata"":""Q116198417""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
57-004,N'Sigha,N'Sigha,محطة قطار أنسيغة,57,3927,El-M'ghaier,34.018889,5.948611,exact,osm_node,wikidata+osm,"{""wikidata"":""Q120287402"",""osm"":""node/9329157812""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
60-001,,,,60,0515,Azil Abedelkader,35.40826,5.260981,exact,osm_node,osm,"{""osm"":""node/9334513473""}",rail,,SNTF,
60-002,Barika,Barika,محطة باريكا,60,0542,Barika,35.373961,5.382041,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116065651"",""osm"":""node/2926455119""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
60-003,Seggana,Seggana,محطة قطار سقانة,60,0529,Seggana,35.367626,5.55883,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118140617"",""osm"":""node/5268129935""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
60-004,Ouled Ammar,Ouled Ammar,محطة أولاد عمار,60,0543,Djezzar,35.48021,5.150691,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118186035"",""osm"":""node/3931436587""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
61-001,El Outaya,El Outaya,محطة قطار لوطاية,61,0716,El Outaya,35.039825,5.588238,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116206934"",""osm"":""node/3964088301""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
61-002,El Kantara,El Kantara,محطة قطار القنطرة,61,0717,El Kantara,35.240756,5.69985,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116206944"",""osm"":""node/1548486857""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
61-003,Manbaa El Ghozlane,Manbaa El Ghozlane,محطة قطار منبع الغزلان,61,0717,El Kantara,35.121061,5.612104,exact,wikidata,wikidata,"{""wikidata"":""Q116426295""}",rail,ligne d'El Guerrah à Touggourt,SNTF,
62-001,terminal de Djebel Onk,terminal de Djebel Onk,محطة قطار جبل العنق,62,1202,Bir-El-Ater,34.707654,8.003911,exact,wikidata,wikidata,"{""wikidata"":""Q117084649""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
65-001,Gare abandonnée,Gare abandonnée,,65,1731,Aïn Oussera,35.446175,2.909163,exact,osm_node,osm,"{""osm"":""node/2626169059""}",rail,,SNTF,
65-002,Hassi Fedoul,Hassi Fedoul,محطة قطار حاسى فدول,65,1733,Hassi Fedoul,35.440619,2.219235,exact,wikidata,wikidata,"{""wikidata"":""Q116024972""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
65-003,Sidi Ladjel,Sidi Ladjel,محطة قطار سيدي لعجال,65,1719,Sidi Laadjel,35.45305,2.518413,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116024983"",""osm"":""node/12126214225""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
65-004,Birine,Birine,محطة قطار البيرين,65,1708,Birine,35.66036,3.209502,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116059129"",""osm"":""node/9335078829""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
65-005,Aïn Oussara,Aïn Oussara,محطة قطار عين وسارة,65,1731,Aïn Oussera,35.4428,2.9383,exact,osm_way,wikidata+osm,"{""wikidata"":""Q124312100"",""osm"":""way/1271198345""}",rail,ligne de Boughezoul à Laghouat,SNTF,
65-006,,,,65,1731,Aïn Oussera,35.58927,2.90261,exact,wikidata,wikidata,"{""wikidata"":""Q139579499""}",rail,,SNTF,
67-001,Chahbounia,Chahbounia,محطة قطار الشهبونية,67,2638,Chabounia,35.536667,2.608889,exact,wikidata,wikidata,"{""wikidata"":""Q116024991""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
67-002,Boughezoul,Boughezoul,محطة قطار بوغزول,67,2651,Boughzoul,35.702469,2.885457,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116024999"",""osm"":""node/4574342810""}",rail,ligne de Boughezoul à Laghouat | ligne de Tissemsilt à M'Sila,SNTF,
