id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,type_label_ar,daira,address,capacity,year,operational,pmr,surface_built_m2,surface_land_m2
01790,CSP TALEB LARBI,المركب الرياضي الجواري المجاهد فرجاني محمود الطالب العربي,39,,TALEB LARBI,33.7269,7.5101,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TALEB LARBI,RN48 TALEB LARBI,500,2016,true,true,1288,14000
01791,M/MENNAI LAKHDAR,المركب الرياضي الجواري1300مسكن,39,,EL-OUED,33.406,6.853,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL OUED,Pole universitaire EL OUED,500,2016,true,,980,10000
01792,,المركب الرياضي الجواري المجاهد احمدي خليفة المقرن,39,,MAGRANE,33.553941,6.928286,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MAGRANE,,,,,,,
01793,300 log,دار الشباب حي 300سكن بالوادي,39,,EL-OUED,33.3572,6.8589,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OUED,Cite 300 log,300,1994,true,true,597,1125
01794,aziza ammara,دار الشباب عزيزة اعمارة كوينين,39,,KOUININE,33.4019,6.8232,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OUED,Cite 05 juillet,250,2001,true,true,875,1420
01795,belle vue,,39,,EL-OUED,33.3751,6.8528,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OUED,Cite belle vue,250,2010,true,true,630,1170
01796,Maision de jeunes ben amer mohemmed,,39,,el ogla,33.2472,6.9419,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,ROBBAH,el ogla centre,580,1994,true,false,1600,
01797,Maision de jeunes mih ouenssa,دار الشباب أميه ونسة,39,,MIH OUANSA,33.206582,6.71166,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MIH OUENSA,cite chihk boumama,300,,true,true,697,1242
01798,Maision de jeunes mohemmed boudhiaf,دار الشباب محمد بوضياف بالرباح الوادي,39,,ROBBAH,33.2889,6.9036,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,ROBBAH,cite zawya,150,1992,true,false,985,1200
01799,Maison de jeunes,دار الشباب الشهيد العربي بن مهيدي وادي العلندة,39,,OUED EL ALENDA,33.2347,6.7654,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MIH OUENSA,Cite 01 november,120,1994,true,true,965,6300
01800,Maison de jeunes 1er november,دار الشباب حي أول نوفمبر1954 الدبيلة,39,,DEBILA,33.5024,6.9395,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,DEBILA,cite sommam,300,1985,true,true,850,5000
01801,Maison de jeunes Achour Laid,دار الشباب النخلة,39,,NAKHLA,33.2844,6.9408,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,ROBBAH,cite nakhla chmalya,250,2008,true,true,540,1035
01802,Maison de jeunes akfadou,دار الشباب اكفادو,39,,DEBILA,33.4937,6.9445,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,DEBILA,Cite nakhil akfadou debila,200,1975,true,true,400,1241
01803,Maison de jeunes Bayadha,دار الشباب البياضة,39,,BAYADHA,33.3307,6.8876,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BAYADHA,cite izdihar,,1988,true,,900,4500
01804,Maison de jeunes guemar,دار الشباب قمار,39,,GUEMAR,33.4858,6.797,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,GUEMAR,R N n 48 guemar,200,1997,true,false,420,2323
01805,Maison de jeunes Hassi khalifa,دار الشباب حاسي خليفة,39,,HASSI KHALIFA,33.5615,6.9928,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,HASSI KHALIFA,cite nasser,300,1995,true,true,745,2803
01806,Maison de jeunes laaribi ibrahim,دار الشباب سيدي عون,39,,SIDI AOUN,33.5358,6.9045,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MAGRANE,cite bahri mokhtar sidi aoun,150,2000,true,false,72,570
01807,Maison jeunes ZGOOM,دار الشباب الزقم حساني عبد الكريم,39,,HASSANI ABDELKRIM,33.4684,6.9042,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,DEBILA,Cite amel ZGOOM,250,1997,true,true,323,1412
01808,MJ GHMIMA TIDJANI,'دار الشباب المجاهد غميمة التجاني حي 08 ماي,39,,EL-OUED,33.3906,6.8859,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OUED,Cite 08 mai,300,2016,true,true,830,6000
01809,MJ SOUFIA ALHACHMI,دار الشباب حي 17 أكتوبر,39,,EL-OUED,33.364,6.847,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OUED,Cite 17 october,300,2017,true,true,830,4678
01810,,,39,,OURMES,33.411542,6.780083,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,GUEMAR,cite bachir erzgui,,,true,,,
01811,,دار الشباب بن عمارة بشير المقرن,39,,MAGRANE,33.56089,6.927336,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MAGRANE,,,,,,,
01812,Salle polyvalante zgoom kadima,القاعة متعددة الخدمات الزقم,39,,HASSANI ABDELKRIM,33.4752,6.907,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,DEBILA,cite zgoom kadima,250,1997,true,true,510,1120
01813,Salle polyvalente kouinine,,39,,KOUININE,33.414,6.824,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL OUED,cite enacer,250,2016,true,true,620,1400
01814,Salle Poyvalente Taghzout,القاعة المتعددة الخدمات تغزوت,39,,TAGHZOUT,33.474928,6.803305,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,GUEMAR,cite Hazaa Talek Taghzout,250,2012,true,false,760,1013
01815,Akdi samail,,40,,KHENCHELA,35.4372,7.1255,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,KHENCHELA,rue de batna,50,1999,true,false,,
01816,mouhmed rakaai,,40,,BOUHMAMA,35.3187,6.7396,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,BOUHMAMA,bouhmema center,50,2014,true,true,830,
01817,Ahmed azizi,,40,,KHENCHELA,35.4286,7.1415,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,KHENCHELA,cité120 Logement,150,,true,true,1562,10.869
01818,charabeen elarbie,,40,,EL MAHMAL,35.3757,7.2191,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED RECHACHE,e lmahmel,200,2018,true,true,,
01819,darahem madanie,,40,,BABAR,35.172475,7.106524,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BABAR,babar,,,true,false,1310,10
01820,maherie bedieaf,,40,,OULED RECHACHE,35.297953,7.345215,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED RECHACHE,OULED RECHECHE,150,2006,true,true,1220,1136
01821,Manaia Athmean,,40,,BAGHAI,35.5194,7.1133,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HAMMA,baghai,200,2014,true,true,1706,6000
01822,Mouhmed elbachir manassriya,,40,,TAMZA,35.253,6.999,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HAMMA,tamza,250,2014,true,true,1706,6000
01823,sabeg mouhmed elteab,,40,,KHENCHELA,35.5967,7.2489,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,KHENCHELA,M 'toussa,250,,true,true,703,
01824,,,40,,EL MAHMAL,35.368036,7.212342,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED RECHACHE,elmahmel,,,,true,,
01825,,,40,,AIN TOUILA,35.434015,7.48527,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AIN TOUILA,,250,2013,,true,,7000
01826,amrah leadjel,,40,,EL HAMMA,35.274971,7.05031,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HAMMA,elhamma,,,true,true,,
01827,bakhakhcha mouhmed,,40,,KHENCHELA,35.4444,7.1393,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KHENCHELA,rue de baghai,,1999,true,true,567,17269
01828,Ben zrara eldaraji,,40,,TAOUZIANAT,35.514,6.809,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KAIS,taoizeinet,150,1991,true,true,651,2930
01829,BOUGANDOURA DJAFER,,40,,M'TOUSSA,35.5981,7.2451,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AIN TOUILA,m'toussa,150,1999,true,true,727,1.845
01830,hamlaoui mouhmed,,40,,AIN TOUILA,35.443728,7.468992,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AIN TOUILA,enfaçe de bureau de poste,150,1988,true,true,600,1600
01831,houha balaid,,40,,KHENCHELA,35.4243,7.1446,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KHENCHELA,rue de babar,200,2004,true,true,567,2341
01832,kheiri elramili,,40,,EL MAHMAL,35.371317,7.208516,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OULED RECHACHE,elmahmel,,1992,true,true,440,800
01833,les fréres belfounasse,,40,,CHELIA,35.362124,6.780565,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BOUHMAMA,chelia,150,2015,true,true,1220,
01834,Les fréres zouaghi,,40,,KAIS,35.4897,6.9261,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KAIS,enfaçe la daira de kais,170,1995,true,true,1800,2.8
01835,Makhloufi mouhmed,,40,,BOUHMAMA,35.3186,6.7435,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BOUHMAMA,enfaçe l0h de hopitale bouhmema,180,2008,true,true,830,
01836,mouhamed helale kabrine,,40,,EL OUELDJA,34.9177,6.6829,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHECHAR,el oueldja,,,true,true,,
01837,Nabtti abed el razaaek,,40,,CHECHAR,35.0356,7.0104,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHECHAR,chechar,,1995,true,true,,
01838,Slimani omar,,40,,KHENCHELA,35.425183,7.158194,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KHENCHELA,la citée ben boulaid,,1999,true,true,567,2341
01839,zerouali abed elhamid,,40,,KHENCHELA,35.4325,7.1372,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KHENCHELA,rue poids lourds,170,2007,true,true,1220,
01840,les féreres monsouri,,40,,REMILA,35.570698,6.900475,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,KAIS,remila,,1991,true,true,,
01841,sahraoui elaied,,40,,BABAR,35.172626,7.1073,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BABAR,babar,,2017,true,true,,
01842,,,40,,KHENCHELA,35.438474,7.139053,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,KHENCHELA,citées boudjelbana,150,2012,true,true,3055,
01843,,,40,,OULED RECHACHE,35.294478,7.352992,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,OULED RECHACHE,OULED RECHECHE,170,2007,true,true,754,
01844,Auberge de jeunes,,41,,SOUK-AHRAS,36.282981,7.941885,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SOUK AHRAS,Souk Ahras,50,2001,true,,982,1500
01845,Centre Culturel Oued Damous,,41,,OUED KEBRIT,35.9947,7.8308,exact,sig_mjs,mjs,CC,Centre culturel,مركز ثقافي,OUM EL ADHAIM,Oued Kebrit,150,1985,true,,,
01846,Camp de jeunes Ain Senour,,41,,MECHROHA,36.324883,7.877439,exact,sig_mjs,mjs,CJ,Camp de jeunes,مخيم الشباب,MECHROHA,Mechroha,300,1999,true,,,
01847,CSP 20 Aout 1956,,41,,M'DAOUROUCHE,36.083447,7.827787,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,M'DAOUROUCH,M'daourouche,200,2011,true,,,
01848,CSP Ain Soltane,,41,,AIN SOLTANE,36.179656,7.368851,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SEDRATA,Ain Soltane,250,2011,true,,,1500
01849,CSP Benchouia rebai,,41,,SEDRATA,36.135374,7.533308,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SEDRATA,Sedrata,250,2009,true,,,
01850,CSP Drea,,41,,DREA,36.123656,7.88064,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAOURA,Drea,150,2011,true,,1200,5000
01851,CSP hadada,,41,,HADDADA,36.23,8.337,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,HADDADA,Hadada,250,2006,true,,1200,4500
01852,CSP hanacha,,41,,HANANCHA,36.261755,7.788754,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MECHROHA,Hanancha,250,2012,true,,,
01853,CSP MERAHNA,,41,,MERAHNA,36.1944,8.1487,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MERAHNA,Merahna,250,2006,false,,1200,3000
01854,CSP OUED KBARIT,,41,,OUED KEBRIT,35.9203,7.9168,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OUM EL ADHAIM,OUED KBARIT,,,true,,,
01855,CSP Ouled Driss,,41,,OULED DRISS,36.359964,8.02637,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED DRISS,Ouled Idriss,150,2010,false,,,6148
01856,CSP Ouled Moumen,,41,,OULED MOUMEN,36.344168,8.315321,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,HADDADA,Ouled Moumen,250,2016,true,,,
01857,CSP Oum Ladhaim,,41,,OUM LAADHAM,36.027184,7.60636,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OUM EL ADHAIM,Oum ladheim,250,2011,true,,,5012
01858,CSP Selatnia ramdhan,,41,,M'DAOUROUCHE,36.083329,7.822498,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,M'DAOUROUCH,M'daourouche,250,2018,true,,,5000
01859,CSP Sidi Fradj,,41,,SIDI FREDJ,36.152375,8.200497,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MERAHNA,Sidi Fredj,250,2011,true,,,4900
01860,CSP Souk Ahras,,41,,SOUK-AHRAS,36.2968,7.934,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUK-AHRAS,Souk Ahras,,2014,true,,820,5000
01861,CSP SOUK-AHRAS,,41,,SOUK-AHRAS,36.2968,7.934,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUK-AHRAS,SOUK-AHRAS,,2014,true,,820,5000
01862,CSP Taoura,,41,,TAOURA,36.159619,8.048053,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAOURA,Taoura,250,2009,true,,1200,3000
01863,MJ Agouni Tidjani,,41,,M'DAOUROUCHE,36.073062,7.826883,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'DAOUROUCH,M'daourouche,200,1985,true,,,
01864,MJ Ain Zana,,41,,AIN ZANA,36.398725,8.190374,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OULED DRISS,Ain Zana,150,2012,true,,406,406
01865,MJ Amarnia Mohamed,,41,,MERAHNA,36.200825,8.157124,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MERAHNA,Merahna,150,1985,true,,,
01866,MJ Baaziz Lakhder,,41,,BIR BOU HAOUCH,36.009815,7.426391,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR BOUHOUCHE,Bir Bouhouche,150,2012,true,,814,2910
01867,MJ Drea,,41,,DREA,36.12228,7.882409,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAOURA,Drea,150,2014,true,,,1000
01868,MJ Hafsi Abderrazak,,41,,SOUK-AHRAS,36.2799,7.9403,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SOUK AHRAS,Souk Ahras,150,1995,true,,,5820
01869,MJ Hafsi el Mekki,,41,,TERRAGUELT,35.888143,7.594971,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUM EL ADHAIM,Terraguelt,150,2011,true,,1610,2600
01870,MJ Khedara,,41,,KHEDARA,36.28218,8.322697,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,HADDADA,Khedara,150,2012,true,,600,600
01871,MJ Laaouar Laid,,41,,SEDRATA,36.127,7.534,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SEDRATA,Sedrata,150,1981,true,,,
01872,MJ Mehnaoui Tayeb,,41,,OUED KEBRIT,35.9203,7.9168,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUM EL ADHAIM,Oued Kebrit,150,1984,true,,,
01873,MJ Mehtali Seddik,,41,,M'DAOUROUCHE,36.076442,7.818272,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'DAOUROUCH,M'daourouche,250,1994,true,,,
01874,MJ Mohamed Boudiaf,,41,,TAOURA,36.166293,8.034075,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAOURA,Taoura,250,1985,true,,,
01875,MJ Mohamed Boudiaf,,41,,SEDRATA,36.13643,7.53293,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SEDRATA,Sedrata,150,1979,true,,,
01876,MJ Mohamed sedik ben yahia,,41,,MECHROHA,36.3596,7.834049,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,MECHROHA,Mechroha,200,1987,true,,,
01877,MJ moufdi Zakaria,,41,,HADDADA,36.2303,8.334,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,HADDADA,Hedada,150,1979,true,,,
01878,MJ Mouloud Kassem,,41,,OUM LAADHAM,36.025,7.612,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUM EL ADHAIM,Oum ladheim,250,1986,true,,,
01879,MJ Mourakeb kadour,,41,,SOUK-AHRAS,36.291065,7.978728,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SOUK AHRAS,Souk Ahras,250,2006,true,,,1500
01880,MJ nouvelle Zouabi,,41,,ZOUABI,36.065442,7.455449,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR BOUHOUCHE,Zouabi,250,2016,true,,,
01881,MJ Raggouba,,41,,RAGGOUBA,36.126071,7.667535,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'DAOUROUCH,Raggouba,150,2012,true,,400,400
01882,MJ Safel el Ouiden,,41,,SAFEL EL OUIDEN,35.931745,7.493235,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR BOUHOUCHE,Safel el Ouiden,150,2009,true,,,1884
01883,MJ Taher Hamrouni,,41,,OULED DRISS,36.354834,8.023262,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OULED DRISS,Ouled Idriss,150,1985,true,,,
01884,MJ Tnaoui Ali,,41,,TIFFECH,36.19119,7.785229,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'DAOUROUCH,Tiffech,150,2012,true,,600,600
01885,MJ Zaidi Tayeb,,41,,KHEMISSA,36.196521,7.650573,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SEDRATA,Khemissa,150,1986,true,,,
01886,26 Avril,,41,,SOUK-AHRAS,36.2895,7.9438,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SOUK AHRAS,Souk Ahras,150,2004,true,,860,
01887,Salle polyvalente,,41,,ZAAROURIA,36.222721,7.957848,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAOURA,Zaarouria,140,2014,true,,,
01888,Salle polyvalente à Zouabi,,41,,ZOUABI,36.00904,7.425084,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BIR BOUHOUCHE,Zouabi,100,1996,true,,,1000
01889,Salle polyvalente Ain Senour,,41,,MECHROHA,36.324654,7.873826,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,MECHROHA,Tiffech,300,1999,true,,,8383
01890,Salle polyvalente Amar Tounsi,,41,,SEDRATA,36.116961,7.526389,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SEDRATA,Sedrata,150,2012,true,,240,320
01891,Salle polyvalente Boukabech,,41,,OUILLEN,36.272635,8.033557,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,MERAHNA,Ouilen,150,2010,true,,,
01892,salle polyvalente El Keff,,41,,TIFFECH,36.154367,7.720454,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,M'DAOUROUCH,Tiffech,150,2014,true,,,
01893,Salle polyvalente ghaloussi,,41,,SOUK-AHRAS,36.2991,7.9478,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SOUK-AHRAS,soukahras,150,2015,true,,1110,
01894,Salle polyvalente Ouilen,,41,,OUILLEN,36.2267,8.0645,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,MERAHNA,Ouilen,150,2012,true,,,
01895,Auberge hedjret ennous,,42,,HADJRET ENNOUS,36.575315,2.053491,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,CHERCHELL,,,,true,true,,
01896,Azibi Ahmed,,42,,SIDI GHILES,36.532812,1.880035,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,CHERCHEL,Cité 72 Logements,50,2016,true,,,
01897,Boumedien Kriche,المجاهد متوفي قريش بومدين,42,,AIN TAGOURAIT,36.600919,2.604128,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,BOU ISMAIL,Route national,80,2010,true,,475,750
01898,Mahmoudi Abdellah,الشهيد محمودي عبد الله,42,,GOURAYA,36.572445,1.906413,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,GOURAYA,Rue du Port,50,2012,true,,,
01899,Mennai Mohamed,الشهيد مناعي محمد,42,,DOUAOUDA,36.682944,2.777828,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,FOUKA,El Akid Abbés,80,,true,,500,720
01900,,,42,,DAMOUS,36.4422,2.0074,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,DAMOUS,cite el bordj,80,2006,true,,585,585
01901,,الشهيد رومني الطيب,42,,CHERCHELL,36.60325,2.181704,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,CHERCHEL,Hai el djamil route ouest ténès,80,1995,true,,250,765
01902,Mada Mohamed,,42,,DAMOUS,36.553244,1.736805,exact,sig_mjs,mjs,CJ,Camp de jeunes,مخيم الشباب,DAMOUS,Hai Kostiasse,,2012,true,,,
01903,Minaoui Abdelkader,,42,,TIPAZA,36.640503,2.328445,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,TIPAZA,Ga routière de tipaza,250,2013,true,false,1617,2000
01904,Ahmed Abdelkader Amroun,عبد القادر عمرون,42,,MENACEUR,36.561521,2.533913,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI AMAR,Centre Ville,150,2006,true,,1200,1246
01905,Ahmed El Keriat,أحمد الكرياط,42,,NADOR,36.56916,2.394674,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI AMAR,Centre Ville,150,2008,true,,1200,3700
01906,Ahmed Elchair,المجاهد المتوفي أحمد شعير,42,,CHAIBA,36.627242,2.725429,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,KOLEA,Route de Stade,100,2005,true,,1200,2500
01907,Ben Djedda Ben Aouda,الشهيد بن جدة بن عودة,42,,ATTATBA,36.570237,2.674918,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,KOLEA,Route national n 67,100,2005,true,,2500,5000
01908,Hamedani Mohamed,حمداني محمد,42,,BOU ISMAIL,36.643985,2.688175,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BOU ISMAIL,Route de Kolea,200,2008,true,,1500,2500
01909,Ibrahem Chorfi,,42,,SIDI-AMAR,36.545738,2.305324,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI AMAR,Rue des écoles,150,2005,true,,1332,2658
01910,Mechmache Mouhamed,مشماش محمد,42,,MESSELMOUN,36.560406,2.01231,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,GOURAYA,Route national N° 11,150,2009,true,,1200,3700
01911,Merouche Belaid,الشهيد بلعيد مروش,42,,LARHAT,36.5552,1.803026,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,DAMOUS,Cité préfabriqué,200,2019,true,,,
01912,Racem Ali,الشهيد رسام علي,42,,FOUKA,36.656,2.7454,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,FOUKA,Route des écoles,150,2010,true,,1182,4748
01913,Yahia Elhadi,,42,,DAMOUS,36.550186,1.696953,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,DAMOUS,Cité El Bordj,100,2006,true,,1200,2000
01914,,,42,,TIPAZA,36.502501,1.765043,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TIPAZA,,,,true,,,
01915,,المجاهد المتوفي عبد القادر عيساني,42,,AHMER EL AIN,36.480525,2.568427,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AHMAR EL AIN,Cité 200 Logements,200,2005,true,,1500,2926
01916,,لايوجد,42,,HADJOUT,36.503264,2.415537,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,HADJOUT,Route Meurad,200,2012,true,,,5138
01917,AEK Hemmissi,المجاهد المتوفي عبد القادر حميسي,42,,CHAIBA,36.614847,2.752114,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,KOLEA,Village Agrécol Berbissa,60,,true,,391,483
01918,Ahbab Fatima,الشهيدة أحباب فطيمة,42,,AIN TAGOURAIT,36.603594,2.611384,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BOU ISMAIL,Route 1 Novembre,275,1987,true,,152,1069
01919,Ahmed Amran,الشهيد أحمد عمران,42,,MENACEUR,36.561521,2.533913,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI AMAR,Rue 1er Novembre,200,1988,true,,324,994
01920,Ahmed Bouredja,أمحمد بورجة,42,,SIDI GHILES,36.580869,2.127198,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHERCHEL,Centre ville,210,2015,true,,235,241
